Client,Account Number of Vendor or Creditor,Date on which the Record Was Created
100,Vendor1794,2019-05-29
100,Vendor1795,2019-05-29
100,Vendor1796,2019-05-29
100,Vendor1797,2019-05-29
100,Vendor1798,2019-05-29
100,Vendor1799,2019-05-29
100,Vendor1800,2019-05-29
100,Vendor1801,2019-05-29
100,Vendor1802,2019-05-29
100,Vendor1803,2019-05-29
100,Vendor1804,2019-05-29
100,Vendor1805,2019-05-29
100,Vendor1806,2019-05-29
100,Vendor1807,2019-05-29
100,Vendor1808,2019-05-29
100,Vendor1809,2019-05-29
100,Vendor1810,2019-05-29
100,Vendor1811,2019-05-29
100,Vendor1812,2019-05-29
100,Vendor1813,2019-05-29
100,Vendor1814,2019-05-29
100,Vendor1815,2019-05-29
100,Vendor1816,2019-05-29
100,Vendor1817,2019-05-29
100,Vendor1818,2019-05-29
100,Vendor1819,2019-05-29
100,Vendor1820,2019-05-29
100,Vendor1821,2019-05-29
100,Vendor1822,2019-05-29
100,Vendor1823,2019-05-29
100,Vendor1824,2019-05-29
100,Vendor1825,2019-05-29
100,Vendor1826,2019-05-29
100,Vendor1827,2019-05-29
100,Vendor1828,2019-05-29
100,Vendor1829,2019-05-29
100,Vendor1830,2019-05-29
100,Vendor1831,2019-05-29
100,Vendor1832,2019-05-29
100,Vendor1833,2019-05-29
100,Vendor1834,2019-05-29
100,Vendor1835,2019-05-29
100,Vendor1836,2019-05-29
100,Vendor1837,2019-05-29
100,Vendor1838,2019-05-29
100,Vendor1839,2019-05-29
100,Vendor1840,2019-05-29
100,Vendor1841,2019-05-29
100,Vendor1842,2019-05-29
100,Vendor1843,2019-05-29
100,Vendor1844,2019-05-29
100,Vendor1845,2019-05-29
100,Vendor1846,2019-05-29
100,Vendor1847,2019-05-29
100,Vendor1848,2019-05-29
100,Vendor1849,2019-05-29
100,Vendor1850,2019-05-29
100,Vendor1851,2019-05-29
100,Vendor1852,2019-05-29
100,Vendor1853,2019-05-29
100,Vendor1854,2019-05-29
100,Vendor1855,2019-05-29
100,Vendor1856,2019-05-29
100,Vendor1857,2019-05-29
100,Vendor1858,2019-05-29
100,Vendor1859,2019-05-29
100,Vendor1860,2019-05-29
100,Vendor1861,2019-05-29
100,Vendor1862,2019-05-29
100,Vendor1863,2019-05-29
100,Vendor1864,2019-05-29
100,Vendor1865,2019-05-29
100,Vendor1866,2019-05-29
100,Vendor1867,2019-05-29
100,Vendor1868,2019-05-29
100,Vendor1869,2019-05-29
100,Vendor1870,2019-05-29
100,Vendor1871,2019-05-29
100,Vendor1872,2019-05-29
100,Vendor1873,2019-05-29
100,Vendor1874,2019-05-30
100,Vendor1875,2019-05-31
100,Vendor1876,2019-05-31
100,Vendor1877,2019-05-29
100,Vendor1878,2019-05-29
100,Vendor1879,2019-05-29
100,Vendor1880,2019-05-29
100,Vendor1881,2019-05-29
100,Vendor1882,2019-05-29
100,Vendor1883,2019-05-29
100,Vendor1884,2019-05-29
100,Vendor1885,2019-05-29
100,Vendor1886,2019-05-29
100,Vendor1887,2019-05-29
100,Vendor1888,2019-05-29
100,Vendor1889,2019-05-29
100,Vendor1890,2019-05-29
100,Vendor1891,2019-05-29
100,Vendor1892,2019-05-29
100,Vendor1893,2019-05-29
100,Vendor1894,2019-05-29
100,Vendor1895,2019-05-29
100,Vendor1896,2019-05-29
100,Vendor1897,2019-05-29
100,Vendor1898,2019-05-29
100,Vendor1899,2019-05-29
100,Vendor1900,2019-05-29
100,Vendor1901,2019-05-29
100,Vendor1902,2019-05-29
100,Vendor1903,2019-05-29
100,Vendor1904,2019-05-29
100,Vendor1905,2019-05-29
100,Vendor1906,2019-05-29
100,Vendor1907,2019-05-29
100,Vendor1908,2019-05-29
100,Vendor1909,2019-05-29
100,Vendor1910,2019-05-29
100,Vendor1911,2019-05-29
100,Vendor1912,2019-05-29
100,Vendor1913,2019-05-29
100,Vendor1914,2019-05-29
100,Vendor1915,2019-05-29
100,Vendor1916,2019-05-29
100,Vendor1917,2019-05-29
100,Vendor704,2019-05-29
100,Vendor705,2019-05-29
100,Vendor706,2019-05-29
100,Vendor707,2019-05-29
100,Vendor708,2019-05-29
100,Vendor709,2019-05-29
100,Vendor2898,2019-06-21
100,Vendor2899,2019-06-20
100,Vendor2900,2019-06-20
100,Vendor2901,2019-06-21
100,Vendor2902,2019-06-21
100,Vendor2903,2019-06-21
100,Vendor2904,2019-06-25
100,Vendor2905,2019-06-25
100,Vendor2906,2019-06-27
100,Vendor2907,2019-06-27
100,Vendor2908,2019-06-26
100,Vendor2909,2019-06-27
100,Vendor2910,2019-06-27
100,Vendor2911,2019-07-15
100,Vendor2912,2019-07-01
100,Vendor2913,2019-07-02
100,Vendor2914,2019-07-03
100,Vendor2915,2019-07-04
100,Vendor2916,2019-07-06
100,Vendor2917,2019-07-08
100,Vendor2918,2019-07-11
100,Vendor2919,2019-07-10
100,Vendor2920,2019-07-06
100,Vendor2921,2019-07-10
100,Vendor2922,2019-07-18
100,Vendor2923,2019-07-19
100,Vendor2924,2019-07-18
100,Vendor2925,2019-07-22
100,Vendor2926,2019-07-22
100,Vendor2927,2019-07-22
100,Vendor2928,2019-07-31
100,Vendor2929,2019-07-23
100,Vendor2930,2019-07-31
100,Vendor2931,2019-07-31
100,Vendor2932,2019-07-31
100,Vendor2933,2019-07-31
100,Vendor2934,2019-07-31
100,Vendor2935,2019-08-01
100,Vendor2936,2019-08-02
100,Vendor2937,2019-08-05
100,Vendor2938,2019-08-09
100,Vendor2939,2019-08-13
100,Vendor2940,2019-08-13
100,Vendor2941,2019-08-13
100,Vendor2942,2019-08-21
100,Vendor2943,2019-08-23
100,Vendor2944,2019-08-20
100,Vendor2945,2019-08-23
100,Vendor2946,2019-08-28
100,Vendor2947,2019-08-28
100,Vendor2948,2019-09-02
100,Vendor2949,2019-09-04
100,Vendor2950,2019-09-04
100,Vendor2951,2019-09-04
100,Vendor2952,2019-09-04
100,Vendor2953,2019-09-08
100,Vendor2954,2019-09-08
100,Vendor2955,2019-09-09
100,Vendor2956,2019-09-11
100,Vendor2957,2019-09-09
100,Vendor2958,2019-09-11
100,Vendor2959,2019-09-11
100,Vendor2960,2019-09-10
100,Vendor2961,2019-09-11
100,Vendor2962,2019-09-11
100,Vendor2963,2019-09-11
100,Vendor2964,2019-09-17
100,Vendor2965,2019-09-26
100,Vendor2966,2019-09-26
100,Vendor2967,2019-09-27
100,Vendor2968,2019-09-30
100,Vendor2969,2019-10-08
100,Vendor2970,2019-10-08
100,Vendor2971,2019-10-09
100,Vendor2972,2019-10-16
100,Vendor2973,2019-10-02
100,Vendor2974,2019-10-08
100,Vendor2975,2019-10-14
100,Vendor2976,2019-10-21
100,Vendor2977,2019-10-24
100,Vendor2978,2019-10-15
100,Vendor1918,2019-10-24
100,Vendor1919,2019-10-28
100,Vendor1920,2019-10-28
100,Vendor1921,2019-10-29
100,Vendor1922,2019-11-04
100,Vendor1923,2019-11-03
100,Vendor1924,2019-10-29
100,Vendor1925,2019-10-31
100,Vendor1926,2019-11-04
100,Vendor1927,2019-11-05
100,Vendor1928,2019-11-11
100,Vendor1929,2019-11-22
100,Vendor1930,2019-11-13
100,Vendor1931,2019-11-19
100,Vendor1932,2019-11-22
100,Vendor1933,2019-11-22
100,Vendor1934,2019-11-22
100,Vendor1935,2019-11-26
100,Vendor4001,2019-12-04
100,Vendor4002,2019-12-04
100,Vendor4003,2019-12-04
100,Vendor4004,2019-12-04
100,Vendor4005,2019-12-04
100,Vendor4006,2019-12-04
100,Vendor4007,2019-12-04
100,Vendor4008,2019-12-04
100,Vendor4009,2019-12-04
100,Vendor4010,2019-12-04
100,Vendor4011,2019-12-04
100,Vendor4012,2019-12-04
100,Vendor2979,2019-12-04
100,Vendor2980,2019-12-04
100,Vendor2981,2019-12-04
100,Vendor2982,2019-12-04
100,Vendor2983,2019-12-04
100,Vendor2984,2019-12-04
100,Vendor2985,2019-12-04
100,Vendor2986,2019-12-04
100,Vendor2987,2019-12-04
100,Vendor2988,2019-12-04
100,Vendor2989,2019-12-04
100,Vendor2990,2019-12-04
100,Vendor2991,2019-12-04
100,Vendor2992,2019-12-04
100,Vendor2993,2019-12-04
100,Vendor2994,2019-12-04
100,Vendor2995,2019-12-04
100,Vendor2996,2019-12-04
100,Vendor2997,2019-12-04
100,Vendor2998,2019-12-04
100,Vendor2999,2019-12-04
100,Vendor3000,2019-12-04
100,Vendor3001,2019-12-04
100,Vendor3002,2019-12-04
100,Vendor3003,2019-12-04
100,Vendor3004,2019-12-04
100,Vendor3005,2019-12-04
100,Vendor3006,2019-12-04
100,Vendor3007,2019-12-04
100,Vendor3008,2019-12-04
100,Vendor3009,2019-12-04
100,Vendor3010,2019-12-04
100,Vendor3011,2019-12-04
100,Vendor3012,2019-12-04
100,Vendor3013,2019-12-04
100,Vendor3014,2019-12-04
100,Vendor3015,2019-12-04
100,Vendor3016,2019-12-04
100,Vendor3017,2019-12-04
100,Vendor3018,2019-12-04
100,Vendor3019,2019-12-04
100,Vendor3020,2019-12-04
100,Vendor3021,2019-12-04
100,Vendor3022,2019-12-04
100,Vendor3023,2019-12-04
100,Vendor3024,2019-12-04
100,Vendor3025,2019-12-04
100,Vendor3026,2019-12-04
100,Vendor3027,2019-12-04
100,Vendor3028,2019-12-04
100,Vendor3029,2019-12-04
100,Vendor3030,2019-12-04
100,Vendor3031,2019-12-04
100,Vendor3032,2019-12-04
100,Vendor3033,2019-12-04
100,Vendor3034,2019-12-04
100,Vendor3035,2019-12-04
100,Vendor3036,2019-12-04
100,Vendor3037,2019-12-04
100,Vendor3038,2019-12-04
100,Vendor3039,2019-12-04
100,Vendor3040,2019-12-04
100,Vendor3055,2019-12-04
100,Vendor3056,2019-12-04
100,Vendor3057,2019-12-04
100,Vendor3058,2019-12-04
100,Vendor3059,2019-12-04
100,Vendor3060,2019-12-04
100,Vendor3061,2019-12-04
100,Vendor3062,2019-12-05
100,Vendor3063,2019-12-10
100,Vendor3064,2019-12-10
100,Vendor3065,2019-12-11
100,Vendor3066,2019-12-13
100,Vendor3067,2019-12-07
100,Vendor3068,2019-12-09
100,Vendor3069,2019-12-10
100,Vendor3070,2019-12-10
100,Vendor3071,2019-12-10
100,Vendor3072,2019-12-12
100,Vendor3073,2019-12-13
100,Vendor3074,2019-12-13
100,Vendor3075,2019-12-13
100,Vendor3076,2019-12-15
100,Vendor3077,2019-12-15
100,Vendor3078,2019-12-15
100,Vendor3079,2019-12-18
100,Vendor3080,2019-12-18
100,Vendor3081,2019-12-18
100,Vendor3082,2019-12-18
100,Vendor3083,2019-12-18
100,Vendor3084,2019-12-19
100,Vendor3085,2019-12-24
100,Vendor3086,2019-12-19
100,Vendor3087,2019-12-22
100,Vendor3088,2019-12-30
100,Vendor3089,2019-12-19
100,Vendor3090,2019-12-24
100,Vendor3091,2019-12-27
100,Vendor3092,2020-01-03
100,Vendor3093,2020-01-02
100,Vendor3094,2020-01-03
100,Vendor3095,2020-01-09
100,Vendor3096,2020-01-07
100,Vendor3097,2020-01-07
100,Vendor3098,2020-01-11
100,Vendor3099,2020-01-20
100,Vendor3100,2020-01-08
100,Vendor3101,2020-01-15
100,Vendor3102,2020-01-15
100,Vendor3103,2020-01-15
100,Vendor3104,2020-01-23
100,Vendor3105,2020-01-23
100,Vendor3106,2020-01-23
100,Vendor3107,2020-01-27
100,Vendor3108,2020-01-29
100,Vendor3109,2020-01-31
100,Vendor3110,2020-02-03
100,Vendor3111,2020-02-06
100,Vendor3112,2020-02-07
100,Vendor3113,2020-02-07
100,Vendor3114,2020-02-11
100,Vendor3115,2020-02-06
100,Vendor2077,2020-02-11
100,Vendor2078,2020-02-11
100,Vendor2079,2020-02-13
100,Vendor2080,2020-02-18
100,Vendor2081,2020-02-19
100,Vendor2082,2020-02-18
100,Vendor2083,2020-02-19
100,Vendor2084,2020-02-21
100,Vendor2085,2020-02-21
100,Vendor2086,2020-02-26
100,Vendor2087,2020-03-02
100,Vendor2088,2020-02-26
100,Vendor2089,2020-02-27
100,Vendor2090,2020-03-03
100,Vendor2091,2020-03-04
100,Vendor2092,2020-03-04
100,Vendor2093,2020-03-04
100,Vendor2094,2020-03-05
100,Vendor2095,2020-03-06
100,Vendor2096,2020-03-09
100,Vendor2097,2020-03-10
100,Vendor2098,2020-03-10
100,Vendor2099,2020-03-11
100,Vendor2100,2020-03-16
100,Vendor2101,2020-03-16
100,Vendor2102,2020-03-18
100,Vendor2103,2020-03-18
100,Vendor2104,2020-03-16
100,Vendor2105,2020-03-16
100,Vendor2106,2020-03-17
100,Vendor2107,2020-03-19
100,Vendor2108,2020-03-20
100,Vendor2109,2020-03-23
100,Vendor4123,2021-01-20
100,Vendor4124,2021-01-20
100,Vendor4125,2021-01-20
100,Vendor4126,2021-01-20
100,Vendor4127,2021-01-26
100,Vendor4128,2021-01-27
100,Vendor4129,2021-02-10
100,Vendor4130,2021-01-27
100,Vendor4131,2021-01-28
100,Vendor4132,2021-01-28
100,Vendor4133,2021-02-01
100,Vendor4134,2021-02-01
100,Vendor4135,2021-02-02
100,Vendor4136,2021-02-01
100,Vendor4137,2021-02-01
100,Vendor4138,2021-02-02
100,Vendor4139,2021-02-02
100,Vendor4140,2021-02-04
100,Vendor4141,2021-02-05
100,Vendor4142,2021-02-04
100,Vendor4143,2021-02-08
100,Vendor4144,2021-02-09
100,Vendor4145,2021-02-05
100,Vendor4146,2021-02-08
100,Vendor4147,2021-02-10
100,Vendor4148,2021-02-11
100,Vendor4149,2021-02-11
100,Vendor4150,2021-02-16
100,Vendor4151,2021-02-22
100,Vendor4152,2021-02-16
100,Vendor4153,2021-02-18
100,Vendor4154,2021-02-18
100,Vendor4155,2021-02-18
100,Vendor4156,2021-02-18
100,Vendor4157,2021-02-19
100,Vendor4158,2021-02-19
100,Vendor4159,2021-03-01
100,Vendor4160,2021-03-01
100,Vendor4161,2021-02-26
100,Vendor4162,2021-03-08
100,Vendor4163,2021-03-11
100,Vendor4164,2021-03-16
100,Vendor4165,2021-03-11
100,Vendor4166,2021-03-12
100,Vendor4167,2021-03-15
100,Vendor4168,2021-03-16
100,Vendor4169,2021-03-17
100,Vendor4170,2021-03-17
100,Vendor4171,2021-03-15
100,Vendor4172,2021-03-16
100,Vendor4173,2021-03-16
100,Vendor4174,2021-03-18
100,Vendor4175,2021-03-18
100,Vendor4176,2021-03-18
100,Vendor4177,2021-03-19
100,Vendor4178,2021-03-19
100,Vendor4179,2021-03-19
100,Vendor4180,2021-03-23
100,Vendor4181,2021-03-19
100,Vendor4182,2021-03-19
100,Vendor4183,2021-03-24
100,Vendor4184,2021-03-24
100,Vendor4185,2021-03-22
100,Vendor4186,2021-03-22
100,Vendor4187,2021-03-22
100,Vendor4188,2021-03-22
100,Vendor4189,2021-03-23
100,Vendor4190,2021-03-26
100,Vendor4191,2021-03-23
100,Vendor4192,2021-03-23
100,Vendor3116,2021-03-25
100,Vendor3117,2021-03-25
100,Vendor3118,2021-04-06
100,Vendor3119,2021-03-29
100,Vendor3120,2021-04-02
100,Vendor3121,2021-04-08
100,Vendor3122,2021-04-08
100,Vendor3123,2021-04-15
100,Vendor3124,2021-04-09
100,Vendor3125,2021-04-09
100,Vendor3126,2021-04-19
100,Vendor3127,2021-04-20
100,Vendor3128,2021-04-20
100,Vendor3129,2021-04-21
100,Vendor3130,2021-04-22
100,Vendor3131,2021-04-22
100,Vendor3132,2021-04-22
100,Vendor3133,2021-04-22
100,Vendor3134,2021-04-23
100,Vendor3135,2021-04-23
100,Vendor3136,2021-04-26
100,Vendor3137,2021-04-26
100,Vendor3138,2021-04-29
100,Vendor3139,2021-05-05
100,Vendor3140,2021-04-28
100,Vendor3141,2021-04-29
100,Vendor3142,2021-04-30
100,Vendor3143,2021-05-05
100,Vendor3144,2021-05-05
100,Vendor3145,2021-05-03
100,Vendor3146,2021-05-12
100,Vendor3147,2021-05-11
100,Vendor3148,2021-05-10
100,Vendor3149,2021-05-11
100,Vendor3150,2021-05-14
100,Vendor3151,2021-05-23
100,Vendor3152,2021-05-19
100,Vendor3153,2021-05-20
100,Vendor3154,2021-05-20
100,Vendor3155,2021-05-20
100,Vendor3156,2021-05-21
100,Vendor3157,2021-05-21
100,Vendor3158,2021-05-25
100,Vendor3159,2021-05-27
100,Vendor3160,2021-05-26
100,Vendor3161,2021-05-26
100,Vendor3162,2021-05-28
100,Vendor3163,2021-05-28
100,Vendor1139,2022-01-27
100,Vendor1140,2022-01-28
100,Vendor1141,2022-01-31
100,Vendor1142,2022-02-03
100,Vendor1143,2022-02-01
100,Vendor1144,2022-02-09
100,Vendor1145,2022-02-02
100,Vendor1146,2022-02-02
100,Vendor1147,2022-02-03
100,Vendor1148,2022-02-03
100,Vendor1149,2022-02-02
100,Vendor1150,2022-02-02
100,Vendor1151,2022-02-08
100,Vendor1152,2022-02-07
100,Vendor1153,2022-02-07
100,Vendor1154,2022-02-08
100,Vendor1155,2022-02-03
100,Vendor1156,2022-02-03
100,Vendor1157,2022-02-03
100,Vendor1158,2022-02-03
100,Vendor1159,2022-02-07
100,Vendor1160,2022-02-07
100,Vendor1161,2022-02-08
100,Vendor1162,2022-02-08
100,Vendor1163,2022-02-08
100,Vendor1164,2022-02-08
100,Vendor1165,2022-02-08
100,Vendor1166,2022-02-08
100,Vendor1167,2022-02-08
100,Vendor1168,2022-02-09
100,Vendor1169,2022-02-10
100,Vendor1170,2022-02-14
100,Vendor1171,2022-02-10
100,Vendor1172,2022-02-10
100,Vendor1173,2022-02-10
100,Vendor1174,2022-02-10
100,Vendor1175,2022-02-10
100,Vendor1176,2022-02-11
100,Vendor1177,2022-02-11
100,Vendor1178,2022-02-12
100,Vendor1179,2022-02-14
100,Vendor1180,2022-02-16
100,Vendor1181,2022-02-16
100,Vendor1182,2022-02-15
100,Vendor1183,2022-02-17
100,Vendor1184,2022-02-17
100,Vendor1185,2022-02-17
100,Vendor1186,2022-02-17
100,Vendor1187,2022-02-17
100,Vendor1188,2022-02-23
100,Vendor1189,2022-02-25
100,Vendor1190,2022-03-10
100,Vendor1191,2022-02-21
100,Vendor1192,2022-02-21
100,Vendor1193,2022-02-21
100,Vendor1194,2022-02-17
100,Vendor1195,2022-02-17
100,Vendor1196,2022-02-17
100,Vendor1197,2022-02-17
100,Vendor1198,2022-02-17
100,Vendor1199,2022-02-17
100,Vendor1200,2022-02-17
100,Vendor1201,2022-02-18
100,Vendor1202,2022-02-21
100,Vendor1203,2022-02-28
100,Vendor1204,2022-02-21
100,Vendor1205,2022-02-21
100,Vendor1206,2022-02-21
100,Vendor1207,2022-02-22
100,Vendor1208,2022-02-21
100,Vendor1209,2022-02-22
100,Vendor1210,2022-02-24
100,Vendor1211,2022-02-25
100,Vendor1212,2022-02-25
100,Vendor1213,2022-02-23
100,Vendor1214,2022-02-24
100,Vendor1215,2022-02-28
100,Vendor1216,2022-02-28
100,Vendor1217,2022-02-28
100,Vendor1218,2022-02-25
100,Vendor1219,2022-02-28
100,Vendor1220,2022-03-01
100,Vendor1221,2022-03-01
100,Vendor1222,2022-03-01
100,Vendor1223,2022-02-28
100,Vendor1224,2022-02-28
100,Vendor1225,2022-03-02
100,Vendor1226,2022-03-03
100,Vendor1227,2022-03-03
100,Vendor1228,2022-03-03
100,Vendor1229,2022-03-04
100,Vendor1230,2022-03-08
100,Vendor1231,2022-03-02
100,Vendor1232,2022-03-02
100,Vendor1233,2022-03-04
100,Vendor1234,2022-03-04
100,Vendor1235,2022-03-04
100,Vendor1236,2022-03-04
100,Vendor1237,2022-03-07
100,Vendor1238,2022-03-07
100,Vendor1239,2022-03-11
100,Vendor1240,2022-03-10
100,Vendor1241,2022-03-15
100,Vendor1242,2022-03-11
100,Vendor1243,2022-03-14
100,Vendor1244,2022-03-14
100,Vendor1245,2022-03-14
100,Vendor1246,2022-03-16
100,Vendor1247,2022-03-16
100,Vendor1248,2022-03-16
100,Vendor1249,2022-03-14
100,Vendor1250,2022-03-14
100,Vendor1251,2022-03-16
100,Vendor1252,2022-03-16
100,Vendor1253,2022-03-17
100,Vendor1254,2022-03-17
100,Vendor1255,2022-03-18
100,Vendor1256,2022-03-18
100,Vendor1257,2022-03-18
100,Vendor1258,2022-03-18
100,Vendor1259,2022-03-18
100,Vendor1260,2022-03-21
100,Vendor1261,2022-03-22
100,Vendor1262,2022-03-21
100,Vendor1263,2022-03-22
100,Vendor1264,2022-03-22
100,Vendor4193,2022-03-24
100,Vendor4194,2022-03-24
100,Vendor4195,2022-03-24
100,Vendor4196,2022-03-24
100,Vendor4197,2022-03-25
100,Vendor4198,2022-03-29
100,Vendor4199,2022-03-29
100,Vendor4200,2022-03-30
100,Vendor4201,2022-03-30
