Client,Purchasing Document Number,Item Number of Purchasing Document,Confirmation Category,Sequential Number of Vendor Confirmation,Delivery Date of Vendor Confirmation,Creation Date of Confirmation,Time at Which Vendor Confirmation was Created
100,4000000085,10,Confirmation Category1,472,2022-02-10,2022-03-29,1970-01-01 08:23:17
100,4000000085,10,Confirmation Category1,473,2022-02-10,2022-03-29,1970-01-01 08:23:17
100,4000000085,10,Confirmation Category1,474,2022-02-10,2022-03-29,1970-01-01 08:23:17
100,4000000085,10,Confirmation Category1,475,2022-02-10,2022-03-29,1970-01-01 08:23:17
100,4000000085,10,Confirmation Category1,476,2022-02-10,2022-03-29,1970-01-01 08:23:17
100,4000000085,10,Confirmation Category1,477,2022-02-10,2022-03-29,1970-01-01 08:23:17
100,4000000085,10,Confirmation Category1,478,2022-02-10,2022-03-29,1970-01-01 08:23:17
100,4000000085,10,Confirmation Category1,479,2022-02-10,2022-03-29,1970-01-01 08:23:17
100,4000000085,10,Confirmation Category1,480,2022-02-10,2022-03-29,1970-01-01 08:23:17
100,4000000085,10,Confirmation Category1,481,2022-02-10,2022-03-29,1970-01-01 08:23:17
100,4000000085,10,Confirmation Category1,482,2022-02-10,2022-03-29,1970-01-01 08:23:17
100,4000000085,10,Confirmation Category1,483,2022-02-10,2022-03-29,1970-01-01 08:23:23
100,4000000085,10,Confirmation Category1,484,2022-02-10,2022-03-29,1970-01-01 08:23:23
100,4000000085,10,Confirmation Category1,485,2022-02-10,2022-03-29,1970-01-01 08:23:23
100,4000000085,10,Confirmation Category1,486,2022-02-10,2022-03-29,1970-01-01 08:23:23
100,4000000085,10,Confirmation Category1,487,2022-02-10,2022-03-29,1970-01-01 08:23:23
100,4000000085,10,Confirmation Category1,488,2022-02-10,2022-03-29,1970-01-01 08:23:23
100,4000000085,10,Confirmation Category1,489,2022-02-10,2022-03-29,1970-01-01 08:23:23
100,4000000085,10,Confirmation Category1,490,2022-02-10,2022-03-29,1970-01-01 08:23:23
100,4000000085,10,Confirmation Category1,491,2022-02-10,2022-03-29,1970-01-01 08:23:23
100,4000000085,10,Confirmation Category1,492,2022-02-10,2022-03-29,1970-01-01 08:23:23
100,4000000085,10,Confirmation Category1,493,2022-02-10,2022-03-29,1970-01-01 08:23:23
100,4000000085,10,Confirmation Category1,494,2022-02-10,2022-03-29,1970-01-01 08:23:29
100,4000000085,10,Confirmation Category1,495,2022-02-10,2022-03-29,1970-01-01 08:23:29
100,4000000085,10,Confirmation Category1,496,2022-02-10,2022-03-29,1970-01-01 08:23:29
100,4000000085,10,Confirmation Category1,497,2022-02-10,2022-03-29,1970-01-01 08:23:29
100,4000000085,10,Confirmation Category1,498,2022-02-10,2022-03-29,1970-01-01 08:23:29
100,4000000085,10,Confirmation Category1,499,2022-02-10,2022-03-29,1970-01-01 08:23:29
100,4000000085,10,Confirmation Category1,500,2022-02-10,2022-03-29,1970-01-01 08:23:29
100,4000000085,10,Confirmation Category1,501,2022-02-10,2022-03-29,1970-01-01 08:23:29
100,4000000085,10,Confirmation Category1,502,2022-02-10,2022-03-29,1970-01-01 08:23:29
100,4000000085,10,Confirmation Category1,503,2022-02-10,2022-03-29,1970-01-01 08:23:29
100,4000000085,10,Confirmation Category1,504,2022-02-10,2022-03-29,1970-01-01 08:23:29
100,4000000085,10,Confirmation Category1,505,2022-02-10,2022-04-01,1970-01-01 07:40:42
100,4000000085,10,Confirmation Category1,506,2022-02-10,2022-04-01,1970-01-01 07:40:42
100,4000000085,10,Confirmation Category1,507,2022-02-10,2022-04-01,1970-01-01 07:40:42
100,4000000085,10,Confirmation Category1,508,2022-02-10,2022-04-01,1970-01-01 07:40:42
100,4000000085,10,Confirmation Category1,509,2022-02-10,2022-04-01,1970-01-01 07:40:42
100,4000000085,10,Confirmation Category1,510,2022-02-10,2022-04-01,1970-01-01 07:40:42
100,4000000085,10,Confirmation Category1,511,2022-02-10,2022-04-01,1970-01-01 07:40:42
100,4000000085,10,Confirmation Category1,512,2022-02-10,2022-04-01,1970-01-01 07:40:42
100,4000000085,10,Confirmation Category1,513,2022-02-10,2022-04-01,1970-01-01 07:40:42
100,4000000085,10,Confirmation Category1,514,2022-02-10,2022-04-01,1970-01-01 07:40:42
100,4000000085,10,Confirmation Category1,515,2022-02-10,2022-04-01,1970-01-01 07:40:42
100,4000000085,10,Confirmation Category1,516,2022-02-10,2022-04-01,1970-01-01 07:40:42
100,4000000085,10,Confirmation Category1,517,2022-02-10,2022-04-01,1970-01-01 07:40:42
100,4000000085,10,Confirmation Category1,518,2022-02-10,2022-04-01,1970-01-01 07:40:42
100,4000000085,10,Confirmation Category1,519,2022-02-10,2022-04-01,1970-01-01 07:40:42
100,4000000085,10,Confirmation Category1,520,2022-02-10,2022-04-01,1970-01-01 07:40:42
100,4000000085,10,Confirmation Category1,521,2022-02-10,2022-04-01,1970-01-01 07:40:42
100,4000000085,10,Confirmation Category1,522,2022-02-10,2022-04-01,1970-01-01 07:40:42
100,4000000085,10,Confirmation Category1,523,2022-02-10,2022-04-01,1970-01-01 07:40:42
100,4000000085,10,Confirmation Category1,524,2022-02-10,2022-04-01,1970-01-01 07:40:42
100,4000000085,10,Confirmation Category1,525,2022-02-10,2022-04-01,1970-01-01 07:40:42
100,4000000085,10,Confirmation Category1,526,2022-02-10,2022-04-01,1970-01-01 07:42:00
100,4000000085,10,Confirmation Category1,527,2022-02-10,2022-04-01,1970-01-01 07:42:00
100,4000000085,10,Confirmation Category1,528,2022-02-10,2022-04-01,1970-01-01 07:42:00
100,4000000085,10,Confirmation Category1,529,2022-02-10,2022-04-01,1970-01-01 07:42:00
100,4000000085,10,Confirmation Category1,530,2022-02-10,2022-04-01,1970-01-01 07:42:00
100,4000000085,10,Confirmation Category1,531,2022-02-10,2022-04-01,1970-01-01 07:42:00
100,4000000085,10,Confirmation Category1,532,2022-02-10,2022-04-01,1970-01-01 07:42:00
100,4000000085,10,Confirmation Category1,533,2022-02-10,2022-04-01,1970-01-01 07:42:00
100,4000000085,10,Confirmation Category1,534,2022-02-10,2022-04-01,1970-01-01 07:42:00
100,4000000085,10,Confirmation Category1,535,2022-02-10,2022-04-01,1970-01-01 07:42:00
100,4000000085,10,Confirmation Category1,536,2022-02-10,2022-04-01,1970-01-01 07:42:00
100,4000000085,10,Confirmation Category1,537,2022-02-10,2022-04-01,1970-01-01 07:42:58
100,4000000085,10,Confirmation Category1,538,2022-02-10,2022-04-01,1970-01-01 07:42:58
100,4000000085,10,Confirmation Category1,539,2022-02-10,2022-04-01,1970-01-01 07:42:58
100,4000000085,10,Confirmation Category1,540,2022-02-10,2022-04-01,1970-01-01 07:42:58
100,4000000085,10,Confirmation Category1,541,2022-02-10,2022-04-01,1970-01-01 07:42:58
100,4000000085,10,Confirmation Category1,542,2022-02-10,2022-04-01,1970-01-01 07:42:58
100,4000000085,10,Confirmation Category1,543,2022-02-10,2022-04-01,1970-01-01 07:42:58
100,4000000085,10,Confirmation Category1,544,2022-02-10,2022-04-01,1970-01-01 07:42:58
100,4000000085,10,Confirmation Category1,545,2022-02-10,2022-04-01,1970-01-01 07:42:58
100,4000000085,10,Confirmation Category1,546,2022-02-10,2022-04-01,1970-01-01 07:42:58
100,4000000085,10,Confirmation Category1,547,2022-02-10,2022-04-01,1970-01-01 07:42:58
100,4000000085,10,Confirmation Category1,548,2022-02-10,2022-04-05,1970-01-01 14:18:30
100,4000000085,10,Confirmation Category1,549,2022-02-10,2022-04-05,1970-01-01 14:18:30
100,4000000085,10,Confirmation Category1,550,2022-02-10,2022-04-05,1970-01-01 14:18:30
100,4000000085,10,Confirmation Category1,551,2022-02-10,2022-04-05,1970-01-01 14:18:30
100,4000000085,10,Confirmation Category1,552,2022-02-10,2022-04-05,1970-01-01 14:18:30
100,4000000085,10,Confirmation Category1,553,2022-02-10,2022-04-05,1970-01-01 14:18:30
100,4000000085,10,Confirmation Category1,554,2022-02-10,2022-04-05,1970-01-01 14:18:30
100,4000000085,10,Confirmation Category1,555,2022-02-10,2022-04-05,1970-01-01 14:18:30
100,4000000085,10,Confirmation Category1,556,2022-02-10,2022-04-05,1970-01-01 14:18:30
100,4000000085,10,Confirmation Category1,557,2022-02-10,2022-04-05,1970-01-01 14:18:30
100,4000000085,10,Confirmation Category1,558,2022-02-10,2022-04-05,1970-01-01 14:18:30
100,4000000085,10,Confirmation Category1,559,2022-02-10,2022-04-05,1970-01-01 14:18:30
100,4000000085,10,Confirmation Category1,560,2022-02-10,2022-04-05,1970-01-01 14:18:30
100,4000000085,10,Confirmation Category1,561,2022-02-10,2022-04-05,1970-01-01 14:18:30
100,4000000085,10,Confirmation Category1,562,2022-02-10,2022-04-05,1970-01-01 14:18:30
100,4000000085,10,Confirmation Category1,563,2022-02-10,2022-04-05,1970-01-01 14:18:30
100,4000000085,10,Confirmation Category1,564,2022-02-10,2022-04-05,1970-01-01 14:18:30
100,4000000085,10,Confirmation Category1,565,2022-02-10,2022-04-05,1970-01-01 14:18:30
100,4000000085,10,Confirmation Category1,566,2022-02-10,2022-04-05,1970-01-01 14:18:30
100,4000000085,10,Confirmation Category1,567,2022-02-10,2022-04-05,1970-01-01 14:18:30
100,4000000085,10,Confirmation Category1,568,2022-02-10,2022-04-05,1970-01-01 14:18:30
100,4000000086,10,Confirmation Category1,1,2022-01-20,2022-02-08,1970-01-01 03:15:33
100,4000000086,10,Confirmation Category1,2,2022-01-20,2022-02-08,1970-01-01 03:15:33
100,4000000086,10,Confirmation Category1,3,2022-01-20,2022-02-08,1970-01-01 03:15:33
100,4000000086,10,Confirmation Category1,4,2022-01-20,2022-02-08,1970-01-01 03:15:33
100,4000000087,10,Confirmation Category1,1,2022-01-20,2022-02-08,1970-01-01 03:21:24
100,4000000088,10,Confirmation Category1,1,2022-04-10,2022-03-15,1970-01-01 13:52:07
100,4000000088,20,Confirmation Category1,1,2022-04-10,2022-03-15,1970-01-01 13:52:07
100,4000000089,10,Confirmation Category1,1,2022-04-01,2022-02-15,1970-01-01 08:04:51
100,4000000089,20,Confirmation Category1,1,2022-04-01,2022-02-15,1970-01-01 08:04:51
100,4000000090,10,Confirmation Category1,1,2022-05-19,2022-03-21,1970-01-01 08:17:07
100,4000000090,20,Confirmation Category1,1,2022-05-19,2022-03-21,1970-01-01 08:17:07
100,4000000091,10,Confirmation Category1,1,2022-02-14,2022-02-03,1970-01-01 22:13:32
100,4000000091,10,Confirmation Category1,2,2022-02-14,2022-02-04,1970-01-01 21:41:39
100,4000000091,10,Confirmation Category1,3,2022-02-14,2022-02-04,1970-01-01 21:41:39
100,4000000091,10,Confirmation Category1,4,2022-02-14,2022-02-04,1970-01-01 21:41:39
100,4000000093,10,Confirmation Category1,1,2022-04-16,2022-02-22,1970-01-01 22:26:51
100,4000000093,10,Confirmation Category1,2,2022-04-16,2022-02-22,1970-01-01 22:26:51
100,4000000094,10,Confirmation Category1,1,2022-02-27,2022-02-16,1970-01-01 08:36:32
100,4000000094,10,Confirmation Category1,2,2022-02-27,2022-02-16,1970-01-01 08:36:32
100,4000000094,10,Confirmation Category1,3,2022-02-27,2022-02-16,1970-01-01 08:36:32
100,4000000094,10,Confirmation Category1,4,2022-02-27,2022-02-16,1970-01-01 08:36:32
100,4000000094,10,Confirmation Category1,5,2022-02-27,2022-02-16,1970-01-01 08:36:32
100,4000000094,10,Confirmation Category1,6,2022-02-27,2022-02-16,1970-01-01 08:36:32
100,4000000095,10,Confirmation Category1,1,2022-03-13,2022-01-19,1970-01-01 03:19:57
100,4000000095,10,Confirmation Category1,2,2022-03-13,2022-01-19,1970-01-01 03:19:57
100,4000000095,10,Confirmation Category1,3,2022-03-13,2022-01-19,1970-01-01 03:19:57
100,4000000095,10,Confirmation Category1,4,2022-03-13,2022-01-19,1970-01-01 03:23:07
100,4000000095,10,Confirmation Category1,5,2022-03-13,2022-01-19,1970-01-01 03:23:07
100,4000000095,10,Confirmation Category1,6,2022-03-13,2022-01-19,1970-01-01 03:23:07
100,4000000095,10,Confirmation Category1,7,2022-03-13,2022-01-19,1970-01-01 03:23:07
100,4000000095,10,Confirmation Category1,8,2022-03-13,2022-01-19,1970-01-01 03:23:37
100,4000000095,10,Confirmation Category1,9,2022-03-13,2022-01-19,1970-01-01 03:23:37
100,4000000095,10,Confirmation Category1,10,2022-03-13,2022-01-19,1970-01-01 03:23:37
100,4000000095,10,Confirmation Category1,11,2022-03-13,2022-01-19,1970-01-01 03:23:37
100,4000000096,10,Confirmation Category1,1,2022-04-08,2022-02-09,1970-01-01 22:04:03
100,4000000096,10,Confirmation Category1,2,2022-04-08,2022-02-09,1970-01-01 22:04:03
100,4000000096,10,Confirmation Category1,3,2022-04-08,2022-02-12,1970-01-01 13:53:39
100,4000000096,10,Confirmation Category1,4,2022-04-08,2022-02-12,1970-01-01 13:53:39
100,4000000096,10,Confirmation Category1,5,2022-04-08,2022-02-17,1970-01-01 22:59:11
100,4000000096,10,Confirmation Category1,6,2022-04-08,2022-02-17,1970-01-01 22:59:11
100,4000000097,10,Confirmation Category1,1,2022-04-08,2022-02-09,1970-01-01 21:47:33
100,4000000097,10,Confirmation Category1,2,2022-04-08,2022-02-09,1970-01-01 21:47:33
100,4000000097,10,Confirmation Category1,3,2022-04-08,2022-02-17,1970-01-01 06:57:54
100,4000000097,10,Confirmation Category1,4,2022-04-08,2022-02-17,1970-01-01 06:57:54
100,4000000098,10,Confirmation Category1,1,2022-04-15,2022-02-22,1970-01-01 22:27:44
100,4000000098,10,Confirmation Category1,2,2022-04-15,2022-02-22,1970-01-01 22:27:44
100,4000000099,10,Confirmation Category1,1,2022-04-05,2022-02-11,1970-01-01 13:54:57
100,4000000099,10,Confirmation Category1,2,2022-04-05,2022-02-11,1970-01-01 13:54:57
100,4000000100,10,Confirmation Category1,1,2022-04-14,2022-02-21,1970-01-01 10:14:49
100,4000000100,10,Confirmation Category1,2,2022-04-14,2022-02-21,1970-01-01 10:14:49
100,4000000100,10,Confirmation Category1,3,2022-04-14,2022-02-22,1970-01-01 09:48:02
100,4000000100,10,Confirmation Category1,4,2022-04-14,2022-02-22,1970-01-01 09:48:02
100,4000000100,10,Confirmation Category1,5,2022-04-14,2022-02-22,1970-01-01 09:48:02
100,4000000101,10,Confirmation Category1,1,2022-04-09,2022-03-31,1970-01-01 15:11:08
100,4000000101,10,Confirmation Category1,2,2022-04-09,2022-03-31,1970-01-01 15:11:08
100,4000000101,10,Confirmation Category1,3,2022-04-09,2022-04-05,1970-01-01 18:52:22
100,4000000101,10,Confirmation Category1,4,2022-04-09,2022-04-05,1970-01-01 18:52:22
100,4000000101,10,Confirmation Category1,5,2022-04-09,2022-04-05,1970-01-01 18:52:22
100,4000000102,10,Confirmation Category1,1,2022-04-16,2022-03-07,1970-01-01 18:06:28
100,4000000102,10,Confirmation Category1,2,2022-04-16,2022-03-07,1970-01-01 18:06:28
100,4000000102,10,Confirmation Category1,3,2022-04-16,2022-03-07,1970-01-01 18:07:14
100,4000000102,10,Confirmation Category1,4,2022-04-16,2022-03-07,1970-01-01 18:07:14
100,4000000102,10,Confirmation Category1,5,2022-04-16,2022-03-07,1970-01-01 20:57:33
100,4000000102,10,Confirmation Category1,6,2022-04-16,2022-03-07,1970-01-01 20:57:33
100,4000000102,10,Confirmation Category1,7,2022-04-16,2022-03-08,1970-01-01 21:54:22
100,4000000102,10,Confirmation Category1,8,2022-04-16,2022-03-08,1970-01-01 21:54:22
100,4000000103,10,Confirmation Category1,1,2022-04-16,2022-03-11,1970-01-01 22:21:41
100,4000000103,10,Confirmation Category1,2,2022-04-16,2022-03-11,1970-01-01 22:21:41
100,4000000103,10,Confirmation Category1,3,2022-04-16,2022-03-17,1970-01-01 21:58:37
100,4000000103,10,Confirmation Category1,4,2022-04-16,2022-03-17,1970-01-01 21:58:37
100,4000000104,10,Confirmation Category1,1,2022-04-16,2022-02-22,1970-01-01 22:29:09
100,4000000104,10,Confirmation Category1,2,2022-04-16,2022-02-22,1970-01-01 22:29:09
100,4000000104,10,Confirmation Category1,3,2022-04-16,2022-02-28,1970-01-01 22:55:08
100,4000000104,10,Confirmation Category1,4,2022-04-16,2022-02-28,1970-01-01 22:55:08
100,4000000104,10,Confirmation Category1,5,2022-04-16,2022-02-28,1970-01-01 22:55:08
100,4000000104,10,Confirmation Category1,6,2022-04-16,2022-02-28,1970-01-01 22:56:29
100,4000000104,10,Confirmation Category1,7,2022-04-16,2022-02-28,1970-01-01 22:56:29
100,4000000104,10,Confirmation Category1,8,2022-04-16,2022-02-28,1970-01-01 22:56:29
100,4000000104,10,Confirmation Category1,9,2022-04-16,2022-03-02,1970-01-01 19:29:34
100,4000000104,10,Confirmation Category1,10,2022-04-16,2022-03-02,1970-01-01 19:29:34
100,4000000105,10,Confirmation Category1,1,2022-04-02,2022-03-02,1970-01-01 22:22:01
100,4000000105,10,Confirmation Category1,2,2022-04-02,2022-03-02,1970-01-01 22:22:01
100,4000000105,10,Confirmation Category1,3,2022-04-02,2022-03-20,1970-01-01 02:27:02
100,4000000105,10,Confirmation Category1,4,2022-04-02,2022-03-20,1970-01-01 02:27:02
100,4000000106,10,Confirmation Category1,1,2022-04-05,2022-03-22,1970-01-01 00:25:08
100,4000000106,20,Confirmation Category1,1,2022-04-05,2022-03-22,1970-01-01 00:25:08
100,4000000107,10,Confirmation Category1,1,2022-03-06,2022-02-22,1970-01-01 00:27:11
100,4000000107,20,Confirmation Category1,1,2022-03-06,2022-02-22,1970-01-01 00:27:11
100,4000000108,10,Confirmation Category1,1,2022-02-12,2022-02-16,1970-01-01 01:03:19
100,4000000108,10,Confirmation Category1,2,2022-02-12,2022-02-16,1970-01-01 01:03:19
100,4000000108,10,Confirmation Category1,3,2022-02-12,2022-02-16,1970-01-01 01:03:19
100,4000000109,10,Confirmation Category1,1,2022-04-13,2022-03-22,1970-01-01 16:25:40
100,4000000111,10,Confirmation Category1,1,2022-05-01,2022-02-18,1970-01-01 13:16:23
100,4000000111,10,Confirmation Category1,2,2022-05-01,2022-02-18,1970-01-01 13:16:23
100,4000000111,10,Confirmation Category1,3,2022-05-01,2022-02-18,1970-01-01 13:19:07
100,4000000111,10,Confirmation Category1,4,2022-05-01,2022-02-18,1970-01-01 13:19:07
100,4000000111,10,Confirmation Category1,5,2022-05-01,2022-02-18,1970-01-01 14:12:38
100,4000000111,10,Confirmation Category1,6,2022-05-01,2022-02-18,1970-01-01 14:12:38
100,4000000111,20,Confirmation Category1,1,2022-05-25,2022-03-22,1970-01-01 19:05:40
100,4000000111,20,Confirmation Category1,2,2022-05-25,2022-03-22,1970-01-01 19:05:40
100,4000000111,20,Confirmation Category1,3,2022-05-25,2022-03-22,1970-01-01 19:08:02
100,4000000111,20,Confirmation Category1,4,2022-05-25,2022-03-22,1970-01-01 19:08:02
100,4000000111,20,Confirmation Category1,5,2022-05-25,2022-03-22,1970-01-01 19:10:58
100,4000000111,20,Confirmation Category1,6,2022-05-25,2022-03-22,1970-01-01 19:10:58
100,4000000111,20,Confirmation Category1,7,2022-05-25,2022-03-22,1970-01-01 19:17:45
100,4000000111,20,Confirmation Category1,8,2022-05-25,2022-03-22,1970-01-01 19:17:45
100,4000000112,10,Confirmation Category1,1,2022-04-04,2022-03-18,1970-01-01 08:53:51
100,4000000112,10,Confirmation Category1,2,2022-04-04,2022-03-18,1970-01-01 08:53:51
100,4000000112,10,Confirmation Category1,3,2022-04-04,2022-03-18,1970-01-01 08:54:08
100,4000000112,10,Confirmation Category1,4,2022-04-04,2022-03-18,1970-01-01 08:54:08
100,4000000112,10,Confirmation Category1,5,2022-04-04,2022-03-18,1970-01-01 08:54:13
100,4000000112,10,Confirmation Category1,6,2022-04-04,2022-03-18,1970-01-01 08:54:13
100,4000000112,10,Confirmation Category1,7,2022-04-04,2022-03-18,1970-01-01 08:54:14
100,4000000112,10,Confirmation Category1,8,2022-04-04,2022-03-18,1970-01-01 08:54:14
100,4000000112,10,Confirmation Category1,9,2022-04-04,2022-03-18,1970-01-01 08:54:23
100,4000000112,10,Confirmation Category1,10,2022-04-04,2022-03-18,1970-01-01 08:54:23
100,4000000112,10,Confirmation Category1,11,2022-04-04,2022-03-18,1970-01-01 08:54:44
100,4000000112,10,Confirmation Category1,12,2022-04-04,2022-03-18,1970-01-01 08:54:44
100,4000000112,10,Confirmation Category1,13,2022-04-04,2022-03-18,1970-01-01 08:54:44
100,4000000113,10,Confirmation Category1,1,2022-03-25,2022-03-09,1970-01-01 09:59:47
100,4000000113,10,Confirmation Category1,2,2022-03-25,2022-03-09,1970-01-01 09:59:47
100,4000000113,10,Confirmation Category1,3,2022-03-25,2022-03-09,1970-01-01 09:59:49
100,4000000113,10,Confirmation Category1,4,2022-03-25,2022-03-09,1970-01-01 09:59:49
100,4000000113,10,Confirmation Category1,5,2022-03-25,2022-03-09,1970-01-01 09:59:51
100,4000000113,10,Confirmation Category1,6,2022-03-25,2022-03-09,1970-01-01 09:59:51
100,4000000113,10,Confirmation Category1,7,2022-03-25,2022-03-09,1970-01-01 09:59:59
100,4000000113,10,Confirmation Category1,8,2022-03-25,2022-03-09,1970-01-01 09:59:59
100,4000000113,10,Confirmation Category1,9,2022-03-25,2022-03-09,1970-01-01 10:00:13
