Client,Vendor Account Number,Purchasing Organization,Date on Which Record Was Created
100,Vendor526,Purchasing Organization1,2019-03-15
100,Vendor527,Purchasing Organization2,2019-03-21
100,Vendor528,Purchasing Organization1,2019-03-18
100,Vendor529,Purchasing Organization1,2019-03-18
100,Vendor530,Purchasing Organization1,2019-03-19
100,Vendor531,Purchasing Organization1,2019-03-22
100,Vendor532,Purchasing Organization1,2019-03-27
100,Vendor533,Purchasing Organization2,2019-04-08
100,Vendor534,Purchasing Organization1,2019-03-27
100,Vendor535,Purchasing Organization1,2019-03-27
100,Vendor536,Purchasing Organization1,2019-03-28
100,Vendor537,Purchasing Organization1,2019-03-28
100,Vendor538,Purchasing Organization1,2019-03-28
100,Vendor539,Purchasing Organization1,2019-03-28
100,Vendor540,Purchasing Organization2,2019-04-04
100,Vendor541,Purchasing Organization1,2019-03-28
100,Vendor542,Purchasing Organization1,2019-03-28
100,Vendor543,Purchasing Organization1,2019-03-28
100,Vendor544,Purchasing Organization1,2019-04-05
100,Vendor545,Purchasing Organization1,2019-04-04
100,Vendor546,Purchasing Organization1,2019-04-18
100,Vendor547,Purchasing Organization2,2019-04-11
100,Vendor548,Purchasing Organization1,2019-04-12
100,Vendor549,Purchasing Organization1,2019-04-12
100,Vendor550,Purchasing Organization1,2019-04-12
100,Vendor551,Purchasing Organization1,2019-04-12
100,Vendor552,Purchasing Organization5,2019-04-23
100,Vendor553,Purchasing Organization5,2019-04-16
100,Vendor554,Purchasing Organization1,2019-04-23
100,Vendor555,Purchasing Organization1,2019-04-23
100,Vendor556,Purchasing Organization1,2019-04-23
100,Vendor557,Purchasing Organization1,2019-05-01
100,Vendor558,Purchasing Organization1,2019-08-09
100,Vendor559,Purchasing Organization1,2019-05-01
100,Vendor560,Purchasing Organization1,2019-05-05
100,Vendor561,Purchasing Organization1,2019-05-10
100,Vendor562,Purchasing Organization1,2019-05-01
100,Vendor563,Purchasing Organization1,2019-05-01
100,Vendor564,Purchasing Organization1,2019-05-10
100,Vendor565,Purchasing Organization1,2020-06-30
100,Vendor566,Purchasing Organization1,2019-05-10
100,Vendor567,Purchasing Organization1,2019-05-10
100,Vendor568,Purchasing Organization2,2019-05-13
100,Vendor569,Purchasing Organization5,2019-05-15
100,Vendor570,Purchasing Organization1,2019-05-18
100,Vendor571,Purchasing Organization1,2019-05-23
100,Vendor572,Purchasing Organization1,2019-05-22
100,Vendor573,Purchasing Organization1,2019-05-30
100,Vendor574,Purchasing Organization1,2019-05-30
100,Vendor575,Purchasing Organization1,2019-05-30
100,Vendor576,Purchasing Organization1,2019-05-30
100,Vendor577,Purchasing Organization1,2019-05-30
100,Vendor578,Purchasing Organization1,2019-05-30
100,Vendor579,Purchasing Organization1,2019-05-30
100,Vendor580,Purchasing Organization1,2019-05-30
100,Vendor581,Purchasing Organization1,2019-05-30
100,Vendor582,Purchasing Organization2,2019-05-30
100,Vendor583,Purchasing Organization2,2019-05-30
100,Vendor584,Purchasing Organization3,2019-05-30
100,Vendor585,Purchasing Organization2,2019-05-30
100,Vendor585,Purchasing Organization1,2019-05-30
100,Vendor586,Purchasing Organization2,2019-05-30
100,Vendor587,Purchasing Organization1,2019-05-30
100,Vendor588,Purchasing Organization2,2019-05-30
100,Vendor588,Purchasing Organization1,2019-05-30
100,Vendor589,Purchasing Organization2,2019-05-30
100,Vendor590,Purchasing Organization1,2019-05-30
100,Vendor591,Purchasing Organization1,2019-05-30
100,Vendor592,Purchasing Organization1,2019-05-30
100,Vendor593,Purchasing Organization1,2019-05-30
100,Vendor594,Purchasing Organization1,2019-05-30
100,Vendor595,Purchasing Organization1,2019-05-30
100,Vendor596,Purchasing Organization1,2019-05-30
100,Vendor597,Purchasing Organization1,2019-05-30
100,Vendor598,Purchasing Organization1,2019-05-30
100,Vendor599,Purchasing Organization1,2019-05-30
100,Vendor600,Purchasing Organization1,2019-05-30
100,Vendor601,Purchasing Organization1,2019-05-30
100,Vendor602,Purchasing Organization1,2019-05-30
100,Vendor603,Purchasing Organization1,2019-05-30
100,Vendor604,Purchasing Organization1,2019-05-30
100,Vendor605,Purchasing Organization1,2019-05-30
100,Vendor606,Purchasing Organization1,2019-05-30
100,Vendor607,Purchasing Organization1,2019-05-30
100,Vendor608,Purchasing Organization1,2019-05-30
100,Vendor609,Purchasing Organization1,2019-05-30
100,Vendor610,Purchasing Organization1,2019-05-30
100,Vendor611,Purchasing Organization1,2019-05-30
100,Vendor612,Purchasing Organization1,2019-05-30
100,Vendor613,Purchasing Organization1,2019-05-30
100,Vendor614,Purchasing Organization1,2019-05-30
100,Vendor615,Purchasing Organization1,2019-05-30
100,Vendor616,Purchasing Organization1,2019-05-30
100,Vendor617,Purchasing Organization1,2019-05-30
100,Vendor618,Purchasing Organization1,2019-05-30
100,Vendor619,Purchasing Organization1,2019-05-30
100,Vendor620,Purchasing Organization2,2019-05-30
100,Vendor620,Purchasing Organization1,2019-05-30
100,Vendor621,Purchasing Organization1,2019-05-30
100,Vendor622,Purchasing Organization1,2019-05-30
100,Vendor623,Purchasing Organization1,2019-05-30
100,Vendor624,Purchasing Organization1,2019-05-30
100,Vendor625,Purchasing Organization1,2019-05-30
100,Vendor626,Purchasing Organization1,2019-05-30
100,Vendor627,Purchasing Organization1,2019-05-30
100,Vendor628,Purchasing Organization1,2019-05-30
100,Vendor629,Purchasing Organization1,2019-05-30
100,Vendor630,Purchasing Organization1,2019-05-30
100,Vendor631,Purchasing Organization1,2019-05-30
100,Vendor632,Purchasing Organization2,2020-01-24
100,Vendor633,Purchasing Organization1,2019-05-30
100,Vendor634,Purchasing Organization1,2019-05-30
100,Vendor635,Purchasing Organization1,2019-05-30
100,Vendor636,Purchasing Organization1,2019-05-30
100,Vendor637,Purchasing Organization1,2019-05-30
100,Vendor637,Purchasing Organization4,2019-07-02
100,Vendor638,Purchasing Organization1,2019-05-30
100,Vendor639,Purchasing Organization1,2019-05-30
100,Vendor640,Purchasing Organization1,2019-05-30
100,Vendor641,Purchasing Organization1,2019-05-30
100,Vendor642,Purchasing Organization1,2019-05-30
100,Vendor643,Purchasing Organization2,2019-05-30
100,Vendor644,Purchasing Organization1,2019-05-30
100,Vendor645,Purchasing Organization1,2019-05-30
100,Vendor646,Purchasing Organization1,2019-05-30
100,Vendor647,Purchasing Organization1,2019-05-30
100,Vendor648,Purchasing Organization1,2019-05-30
100,Vendor649,Purchasing Organization1,2019-05-30
100,Vendor650,Purchasing Organization1,2019-05-30
100,Vendor651,Purchasing Organization1,2019-05-30
100,Vendor652,Purchasing Organization1,2019-05-30
100,Vendor653,Purchasing Organization1,2019-05-30
100,Vendor654,Purchasing Organization1,2019-05-30
100,Vendor655,Purchasing Organization1,2019-05-30
100,Vendor656,Purchasing Organization1,2019-05-30
100,Vendor657,Purchasing Organization1,2019-05-30
100,Vendor658,Purchasing Organization1,2019-05-30
100,Vendor659,Purchasing Organization2,2019-05-30
100,Vendor660,Purchasing Organization1,2019-05-30
100,Vendor661,Purchasing Organization1,2019-05-30
100,Vendor662,Purchasing Organization1,2019-05-30
100,Vendor663,Purchasing Organization1,2019-05-30
100,Vendor664,Purchasing Organization1,2019-05-30
100,Vendor665,Purchasing Organization1,2019-05-30
100,Vendor666,Purchasing Organization1,2019-05-30
100,Vendor667,Purchasing Organization1,2019-05-30
100,Vendor668,Purchasing Organization1,2019-05-30
100,Vendor669,Purchasing Organization1,2019-05-30
100,Vendor670,Purchasing Organization1,2019-05-30
100,Vendor671,Purchasing Organization1,2019-05-30
100,Vendor672,Purchasing Organization1,2019-05-30
100,Vendor673,Purchasing Organization1,2019-05-30
100,Vendor674,Purchasing Organization1,2019-05-30
100,Vendor675,Purchasing Organization1,2019-05-30
100,Vendor676,Purchasing Organization1,2019-05-30
100,Vendor677,Purchasing Organization1,2019-05-30
100,Vendor678,Purchasing Organization1,2019-05-30
100,Vendor679,Purchasing Organization1,2019-05-30
100,Vendor680,Purchasing Organization1,2019-05-30
100,Vendor681,Purchasing Organization1,2019-05-30
100,Vendor682,Purchasing Organization1,2019-05-30
100,Vendor683,Purchasing Organization1,2019-05-30
100,Vendor684,Purchasing Organization1,2019-05-30
100,Vendor685,Purchasing Organization1,2019-05-30
100,Vendor686,Purchasing Organization1,2019-05-30
100,Vendor687,Purchasing Organization1,2019-05-30
100,Vendor688,Purchasing Organization1,2019-05-30
100,Vendor689,Purchasing Organization1,2019-05-30
100,Vendor690,Purchasing Organization1,2019-05-30
100,Vendor691,Purchasing Organization2,2019-05-30
100,Vendor692,Purchasing Organization1,2019-05-30
100,Vendor693,Purchasing Organization1,2019-05-30
100,Vendor694,Purchasing Organization1,2019-05-30
100,Vendor695,Purchasing Organization1,2019-05-30
100,Vendor696,Purchasing Organization1,2019-05-30
100,Vendor697,Purchasing Organization1,2019-05-30
100,Vendor698,Purchasing Organization1,2019-05-30
100,Vendor699,Purchasing Organization1,2019-05-30
100,Vendor700,Purchasing Organization1,2019-05-30
100,Vendor701,Purchasing Organization1,2019-05-30
100,Vendor702,Purchasing Organization1,2019-05-30
100,Vendor703,Purchasing Organization1,2019-05-30
100,Vendor704,Purchasing Organization1,2019-05-30
100,Vendor705,Purchasing Organization1,2019-05-30
100,Vendor706,Purchasing Organization1,2019-05-30
100,Vendor707,Purchasing Organization1,2019-05-30
100,Vendor708,Purchasing Organization1,2019-05-30
100,Vendor709,Purchasing Organization1,2019-05-30
100,Vendor710,Purchasing Organization1,2019-05-30
100,Vendor711,Purchasing Organization1,2019-05-30
100,Vendor712,Purchasing Organization2,2019-05-30
100,Vendor713,Purchasing Organization1,2019-05-30
100,Vendor714,Purchasing Organization1,2019-05-30
100,Vendor715,Purchasing Organization1,2019-05-30
100,Vendor716,Purchasing Organization1,2019-05-30
100,Vendor717,Purchasing Organization1,2019-05-30
100,Vendor718,Purchasing Organization1,2019-05-30
100,Vendor719,Purchasing Organization1,2019-05-30
100,Vendor720,Purchasing Organization1,2019-05-30
100,Vendor721,Purchasing Organization1,2019-05-30
100,Vendor722,Purchasing Organization1,2019-05-30
100,Vendor723,Purchasing Organization1,2019-05-30
100,Vendor724,Purchasing Organization1,2019-05-30
100,Vendor725,Purchasing Organization1,2019-05-30
100,Vendor726,Purchasing Organization1,2019-05-30
100,Vendor727,Purchasing Organization1,2019-05-30
100,Vendor728,Purchasing Organization1,2019-05-30
100,Vendor729,Purchasing Organization5,2019-05-30
100,Vendor730,Purchasing Organization4,2019-05-30
100,Vendor731,Purchasing Organization1,2019-05-30
100,Vendor732,Purchasing Organization1,2019-05-30
100,Vendor733,Purchasing Organization1,2019-05-30
100,Vendor734,Purchasing Organization2,2019-05-30
100,Vendor735,Purchasing Organization2,2019-05-30
100,Vendor736,Purchasing Organization1,2019-05-30
100,Vendor737,Purchasing Organization4,2019-05-30
100,Vendor738,Purchasing Organization1,2019-05-30
100,Vendor739,Purchasing Organization1,2019-05-30
100,Vendor740,Purchasing Organization1,2019-05-30
100,Vendor741,Purchasing Organization1,2019-05-30
100,Vendor742,Purchasing Organization1,2019-05-30
100,Vendor743,Purchasing Organization1,2019-05-30
100,Vendor744,Purchasing Organization1,2019-05-30
100,Vendor745,Purchasing Organization1,2019-05-30
100,Vendor746,Purchasing Organization1,2019-05-30
100,Vendor747,Purchasing Organization1,2019-05-30
100,Vendor748,Purchasing Organization1,2019-05-30
100,Vendor749,Purchasing Organization2,2019-05-30
100,Vendor750,Purchasing Organization1,2019-05-30
100,Vendor751,Purchasing Organization1,2019-05-30
100,Vendor752,Purchasing Organization1,2019-05-30
100,Vendor753,Purchasing Organization2,2019-05-30
100,Vendor754,Purchasing Organization1,2019-05-30
100,Vendor755,Purchasing Organization1,2019-05-30
100,Vendor756,Purchasing Organization1,2019-05-30
100,Vendor757,Purchasing Organization1,2019-05-30
100,Vendor758,Purchasing Organization1,2019-05-30
100,Vendor759,Purchasing Organization1,2019-05-30
100,Vendor760,Purchasing Organization1,2019-05-30
100,Vendor761,Purchasing Organization4,2019-05-30
100,Vendor762,Purchasing Organization1,2019-05-30
100,Vendor763,Purchasing Organization1,2019-05-30
100,Vendor764,Purchasing Organization1,2019-05-30
100,Vendor765,Purchasing Organization1,2019-05-30
100,Vendor766,Purchasing Organization1,2019-05-30
100,Vendor767,Purchasing Organization1,2019-05-30
100,Vendor768,Purchasing Organization1,2019-05-30
100,Vendor769,Purchasing Organization1,2019-05-30
100,Vendor770,Purchasing Organization1,2019-05-30
100,Vendor771,Purchasing Organization1,2019-05-30
100,Vendor772,Purchasing Organization1,2019-05-30
100,Vendor773,Purchasing Organization1,2019-05-30
100,Vendor774,Purchasing Organization2,2019-05-30
100,Vendor775,Purchasing Organization1,2019-05-30
100,Vendor776,Purchasing Organization1,2019-05-30
100,Vendor777,Purchasing Organization1,2019-05-30
100,Vendor778,Purchasing Organization1,2019-05-30
100,Vendor779,Purchasing Organization1,2019-05-30
100,Vendor780,Purchasing Organization1,2019-05-30
100,Vendor781,Purchasing Organization1,2019-05-30
100,Vendor782,Purchasing Organization1,2019-05-30
100,Vendor783,Purchasing Organization1,2019-05-30
100,Vendor784,Purchasing Organization2,2019-05-30
100,Vendor785,Purchasing Organization1,2019-05-30
100,Vendor786,Purchasing Organization1,2019-05-30
100,Vendor787,Purchasing Organization5,2019-05-30
100,Vendor788,Purchasing Organization1,2019-05-30
100,Vendor789,Purchasing Organization1,2019-05-30
100,Vendor790,Purchasing Organization1,2019-05-30
100,Vendor791,Purchasing Organization1,2019-05-30
100,Vendor792,Purchasing Organization1,2019-05-30
100,Vendor793,Purchasing Organization1,2019-05-30
100,Vendor794,Purchasing Organization1,2019-05-30
100,Vendor795,Purchasing Organization1,2019-05-30
100,Vendor796,Purchasing Organization1,2019-05-30
100,Vendor797,Purchasing Organization1,2019-05-30
100,Vendor798,Purchasing Organization1,2019-05-30
100,Vendor799,Purchasing Organization2,2019-05-30
100,Vendor800,Purchasing Organization1,2019-05-30
100,Vendor801,Purchasing Organization1,2019-05-30
100,Vendor802,Purchasing Organization5,2019-05-30
100,Vendor803,Purchasing Organization1,2019-05-30
100,Vendor804,Purchasing Organization1,2019-05-30
100,Vendor805,Purchasing Organization1,2019-05-30
100,Vendor806,Purchasing Organization1,2019-05-30
100,Vendor807,Purchasing Organization1,2019-05-30
100,Vendor808,Purchasing Organization1,2019-05-30
100,Vendor809,Purchasing Organization1,2019-05-30
100,Vendor810,Purchasing Organization1,2019-05-30
100,Vendor811,Purchasing Organization1,2019-05-30
100,Vendor812,Purchasing Organization1,2019-05-30
100,Vendor813,Purchasing Organization1,2019-05-30
100,Vendor814,Purchasing Organization1,2019-05-30
100,Vendor815,Purchasing Organization1,2019-05-30
100,Vendor816,Purchasing Organization1,2019-05-30
100,Vendor817,Purchasing Organization1,2019-05-30
100,Vendor818,Purchasing Organization1,2019-05-30
100,Vendor819,Purchasing Organization1,2019-05-30
100,Vendor820,Purchasing Organization1,2019-05-30
100,Vendor821,Purchasing Organization2,2019-05-30
100,Vendor822,Purchasing Organization2,2019-05-30
100,Vendor823,Purchasing Organization1,2019-05-30
100,Vendor824,Purchasing Organization1,2019-05-30
100,Vendor825,Purchasing Organization1,2019-05-30
100,Vendor826,Purchasing Organization1,2019-05-30
100,Vendor827,Purchasing Organization1,2019-05-30
100,Vendor828,Purchasing Organization1,2019-05-30
100,Vendor829,Purchasing Organization1,2019-05-30
100,Vendor830,Purchasing Organization2,2019-05-30
100,Vendor831,Purchasing Organization1,2019-05-30
100,Vendor832,Purchasing Organization1,2019-05-30
100,Vendor833,Purchasing Organization1,2019-05-30
100,Vendor834,Purchasing Organization1,2019-05-30
100,Vendor835,Purchasing Organization1,2019-05-30
100,Vendor836,Purchasing Organization1,2019-05-30
100,Vendor837,Purchasing Organization1,2019-05-30
100,Vendor838,Purchasing Organization1,2019-05-30
100,Vendor839,Purchasing Organization2,2019-05-30
100,Vendor840,Purchasing Organization1,2019-05-30
100,Vendor841,Purchasing Organization1,2019-05-30
100,Vendor842,Purchasing Organization1,2019-05-30
100,Vendor843,Purchasing Organization1,2019-05-30
100,Vendor844,Purchasing Organization1,2019-05-30
100,Vendor845,Purchasing Organization1,2019-05-30
100,Vendor846,Purchasing Organization1,2019-05-30
100,Vendor847,Purchasing Organization2,2019-05-30
100,Vendor848,Purchasing Organization1,2019-05-30
100,Vendor849,Purchasing Organization1,2019-05-30
100,Vendor850,Purchasing Organization1,2019-12-04
100,Vendor851,Purchasing Organization1,2019-12-04
100,Vendor852,Purchasing Organization2,2019-12-04
100,Vendor853,Purchasing Organization1,2019-12-04
100,Vendor854,Purchasing Organization1,2019-12-04
100,Vendor855,Purchasing Organization1,2019-12-04
100,Vendor856,Purchasing Organization1,2019-12-04
100,Vendor857,Purchasing Organization1,2019-12-04
100,Vendor858,Purchasing Organization1,2019-12-04
100,Vendor859,Purchasing Organization1,2019-12-04
100,Vendor860,Purchasing Organization1,2019-12-04
100,Vendor861,Purchasing Organization2,2019-12-04
100,Vendor862,Purchasing Organization1,2019-12-04
100,Vendor863,Purchasing Organization2,2019-12-04
100,Vendor864,Purchasing Organization1,2019-12-04
100,Vendor865,Purchasing Organization1,2019-12-04
